phrase	length	count
бранко радичевић 	2	13
господара 	1	13
zmaj jovina 	2	13
мише 	1	13
пала 	1	13
краља петра i карађорђевића 	4	13
ратарска 	1	13
v proleterske 	2	13
dalmatinska 	1	13
jelovica 	1	13
мокрањчева 	1	13
iv 	1	13
кнеза лазара 	2	13
sadik 	1	13
комуне 	1	13
junaka 	1	13
вујића 	1	13
e madhe 	2	13
краљевачки 	1	13
свете тројице 	2	13
индустријски 	1	13
сокаче 	1	13
мачванска 	1	13
lazara 	1	13
ekonomike 	1	13
новице 	1	13
краља стефана 	2	13
kafana 	1	13
проте матеје ненадовића 	3	13
crnogorske brigade 	2	13
stacioni policor 	2	13
ивер 	1	13
илије бирчанина 	2	13
stacioni i 	2	13
католичка 	1	13
народних 	1	13
kafe 	1	13
bolnica 	1	13
мира 	1	13
димитрије 	1	13
muhamet 	1	13
свете петке 	2	13
v proleterske brigade 	3	13
ватрогасна 	1	13
ive lole ribara 	3	13
dr 	1	13
golubovaca 	1	13
petefi 	1	13
janka 	1	13
шајкашког 	1	13
поштанска 	1	13
џона кенедија 	2	13
радичевић 	1	13
obilaznica golubovaca 	2	13
bedri 	1	13
кенедија 	1	13
медијана 	1	13
горњоматејевачка 	1	13
вишњичка 	1	13
вашариште 	1	13
пауновића 	1	13
рашка 	1	13
врњачка 	1	13
поречка 	1	13
trebinje herceg novi 	3	13
народних хероја 	2	13
вожда 	1	13
стеван 	1	13
sveta 	1	13
јанка катића 	2	13
ive lole 	2	13
јањића 	1	13
барска 	1	13
топличка 	1	13
s. 	1	13
hysni 	1	13
